ticker,price_date,close,adj_close,source
AMZN,2026-05-05,273.55,273.55,yfinance
GOOGL,2026-05-05,388.1981,388.1981,yfinance
JPM,2026-05-05,309.4,309.4,yfinance
XOM,2026-05-05,153.8358,153.8358,yfinance
LLY,2026-05-05,987.1707,987.1707,yfinance
TLT,2026-05-05,85.0953,85.0953,yfinance
HYG,2026-05-05,79.513,79.513,yfinance
AAPL,2026-05-06,287.2454,287.2454,yfinance
MSFT,2026-05-06,413.0653,413.0653,yfinance
NVDA,2026-05-06,207.5881,207.5881,yfinance
AMZN,2026-05-06,274.99,274.99,yfinance
GOOGL,2026-05-06,397.8024,397.8024,yfinance
JPM,2026-05-06,314.9,314.9,yfinance
XOM,2026-05-06,147.6876,147.6876,yfinance
LLY,2026-05-06,985.3538,985.3538,yfinance
TLT,2026-05-06,85.7427,85.7427,yfinance
HYG,2026-05-06,79.7518,79.7518,yfinance
AAPL,2026-05-07,287.1754,287.1754,yfinance
MSFT,2026-05-07,419.8606,419.8606,yfinance
NVDA,2026-05-07,211.2538,211.2538,yfinance
AMZN,2026-05-07,271.17,271.17,yfinance
GOOGL,2026-05-07,397.7524,397.7524,yfinance
JPM,2026-05-07,306.27,306.27,yfinance
XOM,2026-05-07,145.5918,145.5918,yfinance
LLY,2026-05-07,973.2846,973.2846,yfinance
TLT,2026-05-07,85.3144,85.3144,yfinance
HYG,2026-05-07,79.4533,79.4533,yfinance
AAPL,2026-05-08,293.05,293.05,yfinance
MSFT,2026-05-08,414.2228,414.2228,yfinance
NVDA,2026-05-08,214.9495,214.9495,yfinance
AMZN,2026-05-08,272.68,272.68,yfinance
GOOGL,2026-05-08,400.5607,400.5607,yfinance
JPM,2026-05-08,302.1,302.1,yfinance
XOM,2026-05-08,143.5954,143.5954,yfinance
LLY,2026-05-08,946.8201,946.8201,yfinance
TLT,2026-05-08,85.7427,85.7427,yfinance
HYG,2026-05-08,79.7319,79.7319,yfinance
AAPL,2026-05-11,292.68,292.68,yfinance
MSFT,2026-05-11,411.7682,411.7682,yfinance
NVDA,2026-05-11,219.1845,219.1845,yfinance
AMZN,2026-05-11,268.99,268.99,yfinance
GOOGL,2026-05-11,388.408,388.408,yfinance
JPM,2026-05-11,300.0,300.0,yfinance
XOM,2026-05-11,148.6709,148.6709,yfinance
LLY,2026-05-11,965.3282,965.3282,yfinance
TLT,2026-05-11,85.2248,85.2248,yfinance
HYG,2026-05-11,79.5727,79.5727,yfinance
AAPL,2026-05-12,294.8,294.8,yfinance
MSFT,2026-05-12,406.8887,406.8887,yfinance
NVDA,2026-05-12,220.523,220.523,yfinance
AMZN,2026-05-12,265.82,265.82,yfinance
GOOGL,2026-05-12,387.1188,387.1188,yfinance
JPM,2026-05-12,304.88,304.88,yfinance
XOM,2026-05-12,149.6145,149.6145,yfinance
LLY,2026-05-12,988.1689,988.1689,yfinance
TLT,2026-05-12,84.657,84.657,yfinance
HYG,2026-05-12,79.4632,79.4632,yfinance
AAPL,2026-05-13,298.87,298.87,yfinance
MSFT,2026-05-13,404.3343,404.3343,yfinance
NVDA,2026-05-13,225.5671,225.5671,yfinance
AMZN,2026-05-13,270.13,270.13,yfinance
GOOGL,2026-05-13,402.3797,402.3797,yfinance
JPM,2026-05-13,300.25,300.25,yfinance
XOM,2026-05-13,150.5482,150.5482,yfinance
LLY,2026-05-13,1014.0045,1014.0045,yfinance
TLT,2026-05-13,84.4678,84.4678,yfinance
HYG,2026-05-13,79.503,79.503,yfinance
AAPL,2026-05-14,298.21,298.21,yfinance
MSFT,2026-05-14,408.5451,408.5451,yfinance
NVDA,2026-05-14,235.4656,235.4656,yfinance
AMZN,2026-05-14,267.22,267.22,yfinance
GOOGL,2026-05-14,400.8306,400.8306,yfinance
JPM,2026-05-14,299.91,299.91,yfinance
XOM,2026-05-14,151.75,151.75,yfinance
LLY,2026-05-14,1004.97,1004.97,yfinance
TLT,2026-05-14,84.5873,84.5873,yfinance
HYG,2026-05-14,79.4433,79.4433,yfinance
AAPL,2026-05-15,300.23,300.23,yfinance
MSFT,2026-05-15,421.0081,421.0081,yfinance
NVDA,2026-05-15,225.0577,225.0577,yfinance
AMZN,2026-05-15,264.14,264.14,yfinance
GOOGL,2026-05-15,396.5432,396.5432,yfinance
JPM,2026-05-15,297.81,297.81,yfinance
XOM,2026-05-15,157.92,157.92,yfinance
LLY,2026-05-15,1004.92,1004.92,yfinance
TLT,2026-05-15,83.3322,83.3322,yfinance
HYG,2026-05-15,79.0553,79.0553,yfinance
AAPL,2026-05-18,297.84,297.84,yfinance
MSFT,2026-05-18,422.6247,422.6247,yfinance
NVDA,2026-05-18,222.0612,222.0612,yfinance
AMZN,2026-05-18,264.86,264.86,yfinance
GOOGL,2026-05-18,396.7031,396.7031,yfinance
JPM,2026-05-18,300.73,300.73,yfinance
XOM,2026-05-18,160.49,160.49,yfinance
LLY,2026-05-18,988.09,988.09,yfinance
TLT,2026-05-18,83.2326,83.2326,yfinance
HYG,2026-05-18,79.1349,79.1349,yfinance
AAPL,2026-05-19,298.97,298.97,yfinance
MSFT,2026-05-19,416.5179,416.5179,yfinance
NVDA,2026-05-19,220.3532,220.3532,yfinance
AMZN,2026-05-19,259.34,259.34,yfinance
GOOGL,2026-05-19,387.4286,387.4286,yfinance
JPM,2026-05-19,295.7,295.7,yfinance
XOM,2026-05-19,162.55,162.55,yfinance
LLY,2026-05-19,1021.41,1021.41,yfinance
TLT,2026-05-19,82.6947,82.6947,yfinance
HYG,2026-05-19,78.9459,78.9459,yfinance
AAPL,2026-05-20,302.25,302.25,yfinance
MSFT,2026-05-20,420.15,420.15,yfinance
NVDA,2026-05-20,223.2099,223.2099,yfinance
AMZN,2026-05-20,265.01,265.01,yfinance
GOOGL,2026-05-20,388.6779,388.6779,yfinance
JPM,2026-05-20,301.98,301.98,yfinance
XOM,2026-05-20,156.28,156.28,yfinance
LLY,2026-05-20,1018.87,1018.87,yfinance
TLT,2026-05-20,83.5813,83.5813,yfinance
HYG,2026-05-20,79.4533,79.4533,yfinance
AAPL,2026-05-21,304.99,304.99,yfinance
MSFT,2026-05-21,419.09,419.09,yfinance
NVDA,2026-05-21,219.2545,219.2545,yfinance
AMZN,2026-05-21,268.46,268.46,yfinance
GOOGL,2026-05-21,387.4286,387.4286,yfinance
JPM,2026-05-21,303.0,303.0,yfinance
XOM,2026-05-21,155.29,155.29,yfinance
LLY,2026-05-21,1041.65,1041.65,yfinance
TLT,2026-05-21,83.89,83.89,yfinance
HYG,2026-05-21,79.4931,79.4931,yfinance
AAPL,2026-05-22,308.82,308.82,yfinance
MSFT,2026-05-22,418.57,418.57,yfinance
NVDA,2026-05-22,215.0793,215.0793,yfinance
AMZN,2026-05-22,266.32,266.32,yfinance
GOOGL,2026-05-22,382.7414,382.7414,yfinance
JPM,2026-05-22,306.38,306.38,yfinance
XOM,2026-05-22,154.92,154.92,yfinance
LLY,2026-05-22,1065.0,1065.0,yfinance
TLT,2026-05-22,84.3482,84.3482,yfinance
HYG,2026-05-22,79.503,79.503,yfinance
AAPL,2026-05-26,308.33,308.33,yfinance
MSFT,2026-05-26,416.03,416.03,yfinance
NVDA,2026-05-26,214.6099,214.6099,yfinance
AMZN,2026-05-26,265.29,265.29,yfinance
GOOGL,2026-05-26,388.6479,388.6479,yfinance
JPM,2026-05-26,306.74,306.74,yfinance
XOM,2026-05-26,149.81,149.81,yfinance
LLY,2026-05-26,1064.74,1064.74,yfinance
TLT,2026-05-26,84.7666,84.7666,yfinance
HYG,2026-05-26,79.7717,79.7717,yfinance
AAPL,2026-05-27,310.85,310.85,yfinance
MSFT,2026-05-27,412.67,412.67,yfinance
NVDA,2026-05-27,212.3525,212.3525,yfinance
AMZN,2026-05-27,271.85,271.85,yfinance
GOOGL,2026-05-27,388.5979,388.5979,yfinance
JPM,2026-05-27,299.28,299.28,yfinance
XOM,2026-05-27,147.9,147.9,yfinance
LLY,2026-05-27,1082.92,1082.92,yfinance
TLT,2026-05-27,84.9658,84.9658,yfinance
HYG,2026-05-27,79.7219,79.7219,yfinance
AAPL,2026-05-28,312.51,312.51,yfinance
MSFT,2026-05-28,426.99,426.99,yfinance
NVDA,2026-05-28,214.0006,214.0006,yfinance
AMZN,2026-05-28,274.0,274.0,yfinance
GOOGL,2026-05-28,389.8971,389.8971,yfinance
JPM,2026-05-28,296.73,296.73,yfinance
XOM,2026-05-28,146.96,146.96,yfinance
LLY,2026-05-28,1126.8,1126.8,yfinance
TLT,2026-05-28,85.4041,85.4041,yfinance
HYG,2026-05-28,79.8214,79.8214,yfinance
AAPL,2026-05-29,312.06,312.06,yfinance
MSFT,2026-05-29,450.24,450.24,yfinance
NVDA,2026-05-29,210.8942,210.8942,yfinance
AMZN,2026-05-29,270.64,270.64,yfinance
GOOGL,2026-05-29,380.1129,380.1129,yfinance
JPM,2026-05-29,299.31,299.31,yfinance
XOM,2026-05-29,145.26,145.26,yfinance
LLY,2026-05-29,1105.0,1105.0,yfinance
TLT,2026-05-29,85.424,85.424,yfinance
HYG,2026-05-29,79.901,79.901,yfinance
AAPL,2026-06-01,306.31,306.31,yfinance
MSFT,2026-06-01,460.52,460.52,yfinance
NVDA,2026-06-01,224.0988,224.0988,yfinance
AMZN,2026-06-01,261.26,261.26,yfinance
GOOGL,2026-06-01,376.1453,376.1453,yfinance
JPM,2026-06-01,296.58,296.58,yfinance
XOM,2026-06-01,149.38,149.38,yfinance
LLY,2026-06-01,1082.2,1082.2,yfinance
TLT,2026-06-01,85.47,85.47,yfinance
HYG,2026-06-01,79.84,79.84,yfinance
AAPL,2026-06-02,315.2,315.2,yfinance
MSFT,2026-06-02,441.31,441.31,yfinance
NVDA,2026-06-02,222.5606,222.5606,yfinance
AMZN,2026-06-02,256.52,256.52,yfinance
GOOGL,2026-06-02,361.634,361.634,yfinance
JPM,2026-06-02,300.96,300.96,yfinance
XOM,2026-06-02,149.56,149.56,yfinance
LLY,2026-06-02,1064.15,1064.15,yfinance
TLT,2026-06-02,85.65,85.65,yfinance
HYG,2026-06-02,79.9,79.9,yfinance
AAPL,2026-06-03,310.26,310.26,yfinance
MSFT,2026-06-03,427.34,427.34,yfinance
NVDA,2026-06-03,214.5,214.5,yfinance
AMZN,2026-06-03,250.02,250.02,yfinance
GOOGL,2026-06-03,358.7757,358.7757,yfinance
JPM,2026-06-03,300.85,300.85,yfinance
XOM,2026-06-03,152.53,152.53,yfinance
LLY,2026-06-03,1078.78,1078.78,yfinance
TLT,2026-06-03,85.31,85.31,yfinance
HYG,2026-06-03,79.68,79.68,yfinance
AAPL,2026-06-04,311.23,311.23,yfinance
MSFT,2026-06-04,428.05,428.05,yfinance
NVDA,2026-06-04,218.66,218.66,yfinance
AMZN,2026-06-04,253.79,253.79,yfinance
GOOGL,2026-06-04,371.9678,371.9678,yfinance
JPM,2026-06-04,310.89,310.89,yfinance
XOM,2026-06-04,152.04,152.04,yfinance
LLY,2026-06-04,1125.27,1125.27,yfinance
TLT,2026-06-04,85.5,85.5,yfinance
HYG,2026-06-04,79.83,79.83,yfinance
AAPL,2026-06-05,307.34,307.34,yfinance
MSFT,2026-06-05,416.67,416.67,yfinance
NVDA,2026-06-05,205.1,205.1,yfinance
AMZN,2026-06-05,246.03,246.03,yfinance
GOOGL,2026-06-05,368.31,368.31,yfinance
JPM,2026-06-05,312.37,312.37,yfinance
XOM,2026-06-05,149.92,149.92,yfinance
LLY,2026-06-05,1131.42,1131.42,yfinance
TLT,2026-06-05,85.06,85.06,yfinance
HYG,2026-06-05,79.43,79.43,yfinance
AAPL,2026-06-08,301.54,301.54,yfinance
MSFT,2026-06-08,411.74,411.74,yfinance
NVDA,2026-06-08,208.64,208.64,yfinance
AMZN,2026-06-08,245.22,245.22,yfinance
GOOGL,2026-06-08,363.31,363.31,yfinance
JPM,2026-06-08,311.11,311.11,yfinance
XOM,2026-06-08,151.75,151.75,yfinance
LLY,2026-06-08,1149.15,1149.15,yfinance
TLT,2026-06-08,84.62,84.62,yfinance
HYG,2026-06-08,79.54,79.54,yfinance
AAPL,2026-06-09,290.55,290.55,yfinance
MSFT,2026-06-09,403.41,403.41,yfinance
NVDA,2026-06-09,208.19,208.19,yfinance
AMZN,2026-06-09,244.19,244.19,yfinance
GOOGL,2026-06-09,364.26,364.26,yfinance
JPM,2026-06-09,312.7,312.7,yfinance
XOM,2026-06-09,148.91,148.91,yfinance
LLY,2026-06-09,1144.6801,1144.6801,yfinance
TLT,2026-06-09,85.12,85.12,yfinance
HYG,2026-06-09,79.62,79.62,yfinance
AAPL,2026-06-10,291.58,291.58,yfinance
MSFT,2026-06-10,397.36,397.36,yfinance
NVDA,2026-06-10,200.42,200.42,yfinance
AMZN,2026-06-10,238.0,238.0,yfinance
GOOGL,2026-06-10,356.38,356.38,yfinance
JPM,2026-06-10,309.14,309.14,yfinance
XOM,2026-06-10,150.62,150.62,yfinance
LLY,2026-06-10,1136.37,1136.37,yfinance
TLT,2026-06-10,84.88,84.88,yfinance
HYG,2026-06-10,79.47,79.47,yfinance
AAPL,2026-06-11,295.63,295.63,yfinance
MSFT,2026-06-11,390.34,390.34,yfinance
NVDA,2026-06-11,204.87,204.87,yfinance
AMZN,2026-06-11,241.51,241.51,yfinance
GOOGL,2026-06-11,357.77,357.77,yfinance
JPM,2026-06-11,313.49,313.49,yfinance
XOM,2026-06-11,146.6,146.6,yfinance
LLY,2026-06-11,1160.95,1160.95,yfinance
TLT,2026-06-11,85.98,85.98,yfinance
HYG,2026-06-11,79.94,79.94,yfinance
AAPL,2026-06-12,291.13,291.13,yfinance
MSFT,2026-06-12,390.74,390.74,yfinance
NVDA,2026-06-12,205.19,205.19,yfinance
AMZN,2026-06-12,238.55,238.55,yfinance
GOOGL,2026-06-12,359.68,359.68,yfinance
JPM,2026-06-12,320.72,320.72,yfinance
XOM,2026-06-12,147.01,147.01,yfinance
LLY,2026-06-12,1133.0,1133.0,yfinance
TLT,2026-06-12,85.77,85.77,yfinance
HYG,2026-06-12,79.94,79.94,yfinance
AAPL,2026-06-15,296.42,296.42,yfinance
MSFT,2026-06-15,399.76,399.76,yfinance
NVDA,2026-06-15,212.45,212.45,yfinance
AMZN,2026-06-15,246.02,246.02,yfinance
GOOGL,2026-06-15,369.35,369.35,yfinance
JPM,2026-06-15,319.4,319.4,yfinance
XOM,2026-06-15,140.92,140.92,yfinance
LLY,2026-06-15,1129.35,1129.35,yfinance
TLT,2026-06-15,85.72,85.72,yfinance
HYG,2026-06-15,80.04,80.04,yfinance
AAPL,2026-06-16,299.24,299.24,yfinance
MSFT,2026-06-16,393.83,393.83,yfinance
NVDA,2026-06-16,207.41,207.41,yfinance
AMZN,2026-06-16,246.0,246.0,yfinance
GOOGL,2026-06-16,373.25,373.25,yfinance
JPM,2026-06-16,331.14,331.14,yfinance
XOM,2026-06-16,141.86,141.86,yfinance
LLY,2026-06-16,1122.5,1122.5,yfinance
TLT,2026-06-16,86.19,86.19,yfinance
HYG,2026-06-16,80.03,80.03,yfinance
AAPL,2026-06-17,295.95,295.95,yfinance
MSFT,2026-06-17,378.91,378.91,yfinance
NVDA,2026-06-17,204.65,204.65,yfinance
AMZN,2026-06-17,237.5,237.5,yfinance
GOOGL,2026-06-17,363.79,363.79,yfinance
JPM,2026-06-17,333.46,333.46,yfinance
XOM,2026-06-17,140.74,140.74,yfinance
LLY,2026-06-17,1112.0,1112.0,yfinance
TLT,2026-06-17,86.33,86.33,yfinance
HYG,2026-06-17,79.73,79.73,yfinance
